编码,名称,总价,单价,产权信息,建筑面积,户型结构,建筑类型,建筑结构,装修,梯户比,供暖,电梯,区域,具体区域,厅,厨,卫,楼层类型,总层数,东,南,西,北,东南,东北,西南,西北,室
322,洋桥 西罗园 南北 2居卫生间有窗户,395,73013,0,54.1,0,0,2,0,0.142857143,0,1,1,207,1,1,1,4,5,0,1,0,1,0,0,0,0,2
323,西罗园南里甲35号院，祥瑞苑，,767,57839,1,132.61,0,2,0,1,1,0,0,1,207,2,1,2,2,14,0,1,0,1,0,0,0,0,3
324,华润小区 1室1厅 东,235,49926,0,47.07,0,0,1,2,0.166666667,0,1,1,207,1,1,1,4,6,1,0,0,0,0,0,0,0,1
325,洋桥 西罗园华润小区 南北通透3居 低楼层 诚意出售,460,57472,0,80.04,0,0,1,1,0.25,0,1,1,207,1,1,1,1,6,0,1,0,1,0,0,0,0,3
326,西罗园三区 西北向一居带电梯房,264,56147,0,47.02,0,1,1,1,0.25,0,0,1,207,1,1,1,1,22,0,0,1,1,0,0,0,0,1
327,西罗园三区电梯东北三居室 看房方便,400,59085,0,67.7,0,1,0,1,0.25,0,0,1,207,1,1,1,0,22,0,0,0,0,0,1,0,0,3
328,洋桥大红门西罗园带电梯东南两居室诚心出售,680,63198,0,107.6,4,2,0,1,0.25,0,0,1,207,1,1,1,2,15,0,0,0,0,1,0,0,0,2
329,西罗园一区    小三居  诚心出售  交通便利,385,55781,1,69.02,4,0,1,1,0.5,0,1,1,207,1,1,1,0,6,0,1,0,1,0,0,0,0,3
330,洋桥西罗园 西南三居室 户型方正 带电梯 交通便利,475,57044,0,83.27,0,1,0,1,0.285714286,0,0,1,207,1,1,1,2,24,0,0,0,0,0,0,1,0,3
331,南三环西罗园 洋桥 大红门 两居室 户型方正诚意出售,405,52346,0,77.37,0,1,0,0,0.181818182,0,0,1,207,1,1,1,0,20,0,0,0,0,0,0,0,1,2
332,洋桥 木樨园 双卧朝南 中间层 交通便利,300,59289,0,50.6,4,0,1,0,0.333333333,0,1,1,207,1,1,1,0,6,0,1,0,0,0,0,0,0,2
333,南三环 洋桥 祥瑞苑 2000年建筑 电梯房 西南向三居,785,49873,0,157.4,4,2,0,0,1,0,0,1,207,2,1,2,1,14,0,0,0,0,0,0,1,0,3
334,户型房子两居室 满五年唯一 随时可签 交通便利,380,58193,0,65.3,0,1,0,1,0.285714286,0,0,1,207,1,1,1,0,22,0,0,0,0,1,0,0,0,2
335,南三环西罗园 洋桥 角门  户型方正 南向优质一居,308,53482,0,57.59,0,1,0,0,0.181818182,0,0,1,207,1,1,1,2,16,0,1,0,0,0,0,0,0,1
336,95年楼龄，正南向，有正规客厅一居室,255,53381,0,47.77,0,0,1,1,0.166666667,0,1,1,207,1,1,1,0,6,0,1,0,0,0,0,0,0,1
337,三花内06年新小区，户型方正，看房方便,328,39996,1,82.01,4,2,0,1,0.214285714,0,0,1,207,0,0,0,1,14,0,0,1,0,0,0,0,0,3
338,京品小区 2室1厅 西南,620,71470,1,86.75,0,2,0,1,0.333333333,0,0,1,207,1,1,1,2,15,0,0,0,0,0,0,1,0,2
339,洋桥三环内宝汇苑2000年正规一居 随时签约带电梯,319,60031,0,53.14,0,1,1,1,0.181818182,0,0,1,207,1,1,1,1,24,0,0,0,0,0,0,1,0,1
340,西罗园二区正规两居不临街出行方便无遮挡,290,50339,0,57.61,0,1,0,0,0.285714286,0,0,1,207,1,1,1,1,18,0,0,1,1,0,0,0,0,2
341,西罗园小区    采光充足  视野开阔  带电梯,260,47559,0,54.67,0,2,0,1,0.086956522,0,0,1,207,1,1,1,0,12,0,0,0,0,0,0,1,0,1
342,西罗园南里 2室1厅 东 西,328,48701,0,67.35,4,0,1,2,0.5,0,1,1,207,1,1,1,3,6,1,0,1,0,0,0,0,0,2
343,西罗园 凉水河边两居室带客厅 采光好 视野开阔,400,56418,0,70.9,0,1,0,1,0.25,0,0,1,207,1,1,1,0,18,0,0,0,0,,,,,
344,西罗园四区  东南北向三居  无遮挡 诚意出售 随时签约,335,49121,0,68.2,0,0,1,1,0.333333333,0,1,1,207,1,1,1,3,6,1,1,0,1,0,0,0,0,3
345,三环内 西罗园四区 中间层一居室 诚意出售,225,54625,0,41.19,0,0,1,1,0.090909091,0,1,1,207,1,1,1,0,6,1,0,1,0,0,0,0,0,1
346,西罗园 南三环 带客厅两居室 随时看房 出入方便,347,55636,0,62.37,4,1,0,1,0.25,0,0,1,207,1,1,1,4,21,0,0,0,0,1,0,0,0,2
347,三环内南北三居室看房方便 随时签约,489,54522,0,89.69,0,1,1,0,0.181818182,0,0,1,207,1,1,1,2,24,0,1,0,1,0,0,0,0,3
348,三环内南向正规一居室，带电梯，无遮挡，交通便利。,320,62807,0,50.95,0,1,0,1,0.285714286,0,0,1,207,1,1,1,2,18,0,1,0,0,0,0,0,0,1
349,宝汇苑西罗园二区50年产权随时看房,350,35361,0,98.98,4,1,0,1,0.181818182,0,0,1,207,0,0,0,1,24,0,1,0,0,0,0,0,0,2
350,西罗园一区 2室1厅 南 北,312,53152,0,58.7,4,0,1,3,0.333333333,0,1,1,207,1,1,1,0,6,0,1,0,1,0,0,0,0,2
351,西罗园南里 1室2厅 南 北,305,58790,0,51.88,0,0,1,1,0.5,0,1,1,207,2,1,1,0,6,0,1,0,1,0,0,0,0,1
352,三环内 明厨明卫 三居室 满五年唯一,498,60873,0,81.81,0,1,0,1,0.285714286,0,0,1,207,1,1,1,0,22,0,1,0,1,0,0,0,0,3
353,洋桥 西罗园 宝汇苑 南北三居室 满五年 精装,488,54410,1,89.69,0,1,0,0,0.181818182,0,0,1,207,1,1,1,0,24,0,1,0,1,0,0,0,0,3
354,西罗园南里 2室1厅 东南,370,58843,0,62.88,4,1,0,0,0.25,0,0,1,207,1,1,1,2,21,0,0,0,0,1,0,0,0,2
355,西罗园南里甲35号院祥瑞苑商品房社区正规三居室,698,52636,0,132.61,0,2,0,0,1,0,0,1,207,2,1,2,0,14,0,1,0,1,0,0,0,0,3
356,西罗园洋桥，正规三居室，东南向，双卫设计,688,53780,0,127.93,0,1,0,1,0.285714286,0,0,1,207,1,1,2,1,26,1,1,0,0,0,0,0,0,3
357,西罗园四区 全南向两居 小区中间位置 采光好,385,55669,0,69.16,0,1,0,1,0.25,0,0,1,207,1,1,1,3,22,0,1,0,0,0,0,0,0,2
358,赵山南北二居，次顶层采光好视野好，近地铁。,285,44650,0,63.83,0,0,1,0,0.5,0,1,12,193,1,1,1,2,6,0,1,0,1,0,0,0,0,2
359,金顶街赵山2000年的房子  中间层 南北通透近地铁,320,45468,0,70.38,0,0,1,1,0.333333333,0,1,12,193,1,1,1,0,6,0,0,0,0,1,0,0,1,2
360,低楼层方便出行，西南向小两居。,278,48323,0,57.53,0,0,1,1,0.333333333,0,1,12,193,1,1,1,4,6,1,1,1,0,0,0,0,0,2
361,西井小区三区正规的两居室，南北通透，户型方正。,308,50131,0,61.44,0,0,1,1,0.333333333,0,1,12,193,1,1,1,2,6,0,1,0,1,0,0,0,0,2
362,模式口北里正规两居室，采光好，楼龄新,244,35642,0,68.46,0,0,1,1,0.333333333,0,1,12,193,1,1,1,3,6,1,0,1,0,0,0,0,0,2
363,满五唯一 坡下位置 低楼层精装修，1999年房龄,269,45241,0,59.46,0,0,1,0,0.333333333,0,1,12,193,1,1,1,4,6,0,1,0,1,0,0,0,0,2
364,西井特钢精装修两居室，南北通透，精装修。,296,50895,0,58.16,0,0,1,0,0.333333333,0,1,12,193,1,1,1,4,6,0,1,0,1,0,0,0,0,2
365,苹果园小区三区 2室1厅 南,395,51513,0,76.68,0,1,0,0,0.285714286,0,0,12,193,1,1,1,0,16,0,1,0,0,0,0,0,0,2
366,模式口西里中间楼层两居室，明厨明卫,252,44928,1,56.09,0,0,0,1,0.333333333,0,1,12,193,1,1,1,0,6,0,1,0,0,0,0,0,0,2
367,海特花园 南北通透 带电梯三居室,427,43885,0,97.3,0,2,0,3,0.2,0,0,12,193,2,1,2,1,12,0,1,0,1,0,0,0,0,3
368,西山枫林一二期 商品房 南北通透 看房有钥匙,582,53016,0,109.78,0,0,0,1,0.5,0,0,12,193,1,1,1,1,10,0,1,0,1,0,0,0,0,3
369,西井一区正规三居室，南北通透，满五年唯一,249,39269,1,63.41,0,0,1,1,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,3
370,青年公寓精装房，满五唯一有电梯，诚心出售随时看,204,45455,0,44.88,0,2,0,0,0.181818182,0,0,12,193,0,1,1,2,14,1,0,0,0,0,0,0,0,1
371,海特花园正规两居室正规客厅，楼层高满五年看房方便,298,40065,0,74.38,0,0,1,3,0.5,0,1,12,193,1,1,1,3,6,0,0,0,0,0,0,0,1,2
372,金福苑 2室1厅 南 北,385,48446,0,79.47,0,0,1,0,0.5,1,1,12,193,1,1,1,4,7,0,1,0,1,0,0,0,0,2
373,雍景四季 南北通透三居室 适合改善需求 您值得一看！,850,61059,0,139.21,4,2,0,1,0.666666667,0,0,12,193,2,1,2,1,22,0,1,0,1,0,0,0,0,3
374,工疗宿舍 正规南北通透的两居室 中间楼层,315,45396,0,69.39,0,0,1,1,0.333333333,0,1,12,193,1,1,1,0,5,0,1,0,1,0,0,0,0,3
375,雍景双庐 2室1厅 东北,450,48792,0,92.23,0,1,0,0,0.272727273,0,0,12,193,1,1,1,0,25,0,0,0,0,0,1,0,0,2
376,金顶街赵山小区 2000年 六号线金安桥站 有钥匙,313,44473,0,70.38,0,0,1,1,0.333333333,0,1,12,193,1,1,1,0,6,0,0,0,0,1,0,0,1,2
377,正规两室两厅两卫  南北通透  全明格局,815,61362,0,132.82,0,0,0,1,0.5,1,0,12,193,2,1,2,0,6,0,1,0,1,0,0,0,0,2
378,模式口北里电厂院，中高楼层，南北通透1997年楼龄,287,42811,0,67.04,0,0,1,0,0.5,0,1,12,193,1,1,1,2,6,0,1,0,1,0,0,0,0,2
379,中高楼层 采光充足 户型方正 电梯直达,390,45492,0,85.73,0,1,0,1,0.285714286,0,0,12,193,1,1,1,0,16,0,0,0,1,1,0,0,0,3
380,射击家属院 南北两居室 1994年房龄,288,48009,0,59.99,0,0,1,0,0.5,0,1,12,193,1,1,1,3,4,0,1,0,1,0,0,0,0,2
381,琳琅庄园南北通透双卫大两居一梯两户,558,51391,0,108.58,0,0,0,0,0.5,0,0,12,193,2,1,2,3,9,0,1,0,1,0,0,0,0,2
382,苹果园小区二区 3室1厅 东 南 北,385,44909,0,85.73,0,1,0,0,0.285714286,0,0,12,193,1,1,1,3,16,1,1,0,1,0,0,0,0,3
383,全南向两居室 格局好 视野开阔 采光充足,684,59334,0,115.28,0,2,0,0,1,0,0,12,193,1,1,1,3,25,0,1,0,0,0,0,0,0,2
384,海特花园精装修小两居 拎包入住 不临街,288,52137,0,55.24,0,0,1,0,0.333333333,0,1,12,193,1,1,1,4,7,0,0,0,0,0,0,0,1,2
385,此房满五唯一商品房，近地铁，中间楼层，精装修,415,63408,0,65.45,4,2,0,0,0.5,0,0,12,193,1,1,1,0,16,0,0,0,0,0,0,0,1,1
386,金顶阳光在售商品房，明厨明卫 南北通透  看房有钥匙,426,47318,0,90.03,0,0,0,1,0.5,0,0,12,193,1,1,1,4,21,0,1,0,1,0,0,0,0,2
387,此房源是满五非唯一成本价房子，南北通透,199,33284,0,59.79,0,0,1,1,0.333333333,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,2
388,西井小区四区 3室1厅 南 北,380,46770,0,81.25,0,0,1,0,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,3
389,苹果园小区二区低楼层适合老人居住两居全明格局,343,46084,0,74.43,0,1,0,2,0.285714286,0,0,12,193,1,1,1,4,16,0,1,0,1,0,0,0,0,2
390,雍景天成 南北通透两居室 您值得拥有！,815,61533,0,132.45,0,0,0,1,0.5,1,0,12,193,2,1,2,0,6,0,1,0,1,0,0,0,0,2
391,苹果园小区一区 2室1厅 南 北,315,46324,0,68,0,0,1,2,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,2
392,模式口西里 2室1厅 南 北,268,44101,0,60.77,0,0,0,1,0.333333333,0,1,12,193,1,1,1,2,7,0,1,0,1,0,0,0,0,2
393,苹果园二区20号院 精装修 中间层 看房方便 满五唯一,288,53039,0,54.3,0,0,2,0,0.333333333,0,1,12,193,1,1,1,0,5,0,0,0,0,1,0,0,0,2
394,苹果园小区四区三居室业主诚心出售,328,54704,0,59.96,0,0,1,2,0.333333333,0,1,12,193,1,1,1,3,5,0,1,0,1,0,0,0,0,3
395,海特花园 满五唯一 精装修两居 可以拎包入住,299,47035,1,63.57,0,0,0,0,0.333333333,0,1,12,193,1,1,1,2,7,0,0,0,1,1,0,0,0,2
396,海特花园小区，满五年唯一，带车位，6号线地铁850米,288,53147,0,54.19,0,0,1,2,0.5,0,1,12,193,1,1,1,2,6,1,0,1,0,0,0,0,0,1
397,西山枫林四期新上南北通透3居 高楼层  视野好,500,47002,0,106.38,0,0,1,2,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,3
398,科研楼 正规两居室  南北通透 采光好,265,44013,0,60.21,0,0,1,2,0.333333333,0,1,12,193,1,1,1,0,6,0,1,0,1,0,0,0,0,2
399,铸造村高层精装两居室，远眺首钢园，不临街无遮挡。,338,42731,0,79.1,0,1,0,1,0.285714286,0,0,12,193,1,1,1,3,16,0,1,0,0,0,0,0,0,2
400,模式口北里南北通透两室一厅小格局,264.5,43079,1,61.4,0,0,1,0,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,2
401,坡下位置，小区口，全南朝向，采光好,259,47963,0,54,0,0,1,1,0.333333333,0,1,12,193,1,1,1,1,6,0,1,0,0,0,0,0,0,2
402,西山枫林四期南北三居室 两个卫生间楼层低生活安静,660,54165,0,121.85,0,0,0,1,0.5,0,1,12,193,1,1,2,1,6,0,1,0,1,0,0,0,0,3
403,带电梯洋房社区，酒店式物业管理，复式结构,1300,61832,0,210.25,1,0,0,3,0.5,1,0,12,193,3,2,2,2,6,0,1,0,1,0,0,0,0,4
404,琳琅庄园  带电梯  西南向两居室,559,49109,0,113.83,0,1,0,1,0.25,0,0,12,193,2,1,1,0,16,0,0,0,0,0,0,1,0,2
405,西山枫林一二期满五唯一商品房东西向格局,437,49102,0,89,0,0,0,1,0.5,0,0,12,193,1,1,1,3,11,1,0,1,0,0,0,0,0,2
406,海特花园小区 3室1厅 南 北,390,47342,0,82.38,0,0,1,1,0.5,0,1,12,193,1,1,1,2,6,0,1,0,1,0,0,0,0,3
407,金福苑小区 正规两居室 宽敞明亮,399,44255,0,90.16,0,0,1,2,0.333333333,0,1,12,193,2,1,1,3,6,0,1,0,1,0,0,0,0,2
408,南北通透大两居双阳台，随时看房,439,43235,0,101.54,0,0,1,1,0.5,0,1,12,193,2,1,1,3,3,0,1,0,1,0,0,0,0,2
409,海特东区 全明格局 楼下是118平 看房随时,433,46079,0,93.97,0,0,1,1,0.5,0,1,12,193,1,1,1,3,7,0,1,0,1,0,0,0,0,2
410,枫景园，全南向，低楼层，精装修,435,48104,0,90.43,0,0,0,0,0.5,0,0,12,193,1,1,1,4,11,0,1,0,0,0,0,0,0,2
411,科研楼 2室1厅 南 西 北,245,42205,0,58.05,0,0,1,2,0.333333333,0,1,12,193,1,1,1,3,6,0,1,1,1,0,0,0,0,2
412,中间楼层两居室 南北通透 干净装修 诚心出售,246,41994,1,58.58,0,0,0,1,0.5,0,1,12,193,1,1,1,2,6,0,1,0,1,0,0,0,0,2
413,金顶阳光 正规两居室 视野好 采光好,445,49995,0,89.01,0,0,0,2,0.5,0,0,12,193,1,1,1,2,17,1,0,1,0,0,0,0,0,2
414,此房满五年唯一带电梯，坡下位置，西南朝向 采光好。,269,42719,0,62.97,0,1,0,2,0.285714286,0,0,12,193,1,1,1,1,16,0,0,0,0,0,0,1,0,2
415,海特花园 正规两室  满五年家庭一套房 南北向,418,48124,0,86.86,0,0,0,1,0.5,0,1,12,193,1,1,1,3,7,0,1,0,1,0,0,0,0,2
416,八大处整形医院家属楼 满五唯一 首套购房首付80万,185,45815,0,40.38,0,0,1,2,0.333333333,0,1,12,193,1,1,1,3,5,0,1,0,0,0,0,0,0,1
417,模式口南里精装两居室，诚心出售,263,44306,0,59.36,0,0,0,1,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,2
418,雍景四季 满五唯一 复式四居  可观西山 可养花花草草,1330,61294,0,216.99,1,2,0,0,0.666666667,0,0,12,193,2,1,3,2,21,0,1,0,1,0,0,0,0,4
419,西山枫林四期 满五年唯一商品房,458,47501,1,96.42,1,0,1,2,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,3
420,海特花园小区正规四室两厅双卫户型。,590,40648,0,145.15,1,0,1,1,0.5,0,1,12,193,2,1,2,2,7,0,1,0,1,0,0,0,0,4
421,苹果园一区 南北通透 钢混两居室,329,58148,0,56.58,0,0,0,0,0.5,0,1,12,193,1,1,1,2,6,0,1,0,1,0,0,0,0,2
422,苹果园小区二区 满五年 地铁6号线杨庄站 两室一厅,318,45928,0,69.24,0,1,0,2,0.285714286,0,0,12,193,1,1,1,0,16,0,1,0,0,0,0,0,0,2
423,赵山 2室1厅 东 西,270,42300,0,63.83,0,0,1,2,0.5,0,1,12,193,1,1,1,3,6,1,0,1,0,0,0,0,0,2
424,模式口西里两居室南北通透采光好,235,40998,0,57.32,0,0,0,1,0.5,0,1,12,193,1,1,1,3,7,0,1,0,1,0,0,0,0,2
425,苹果园南路甲23号院 2室1厅 南 北,290,55996,0,51.79,0,0,1,0,0.5,0,1,12,193,1,1,1,1,6,0,1,0,1,0,0,0,0,2
426,苹果园四区 2004年 建成 东北落地窗两居,478,46220,1,103.42,0,1,0,1,0.25,0,0,12,193,1,1,1,1,18,0,0,1,1,0,0,0,0,2
427,林业楼 2室1厅 南 北,280,51604,0,54.26,0,0,1,2,0.5,0,1,12,193,1,1,1,0,5,0,1,0,1,0,0,0,0,2
428,满五年唯一商品房。精装修，南北通透，明厨明卫,327,55190,0,59.25,0,0,1,0,0.5,0,1,12,193,1,1,1,2,6,0,1,0,1,0,0,0,0,2
429,西山枫林一二期香山南路168号院两居室,408,51270,0,79.58,0,0,0,1,0.333333333,0,0,12,193,1,1,1,0,10,1,0,0,0,0,0,0,0,2
430,此房是满五年限价商品房，视野开阔，前后没有遮挡,380,43568,0,87.22,0,0,0,1,0.5,0,0,12,193,1,1,1,4,21,1,0,1,0,0,0,0,0,2
431,模式口西里，低楼层，明厨明卫，采光好,277,44968,0,61.6,0,0,0,0,0.333333333,0,1,12,193,1,1,1,1,6,0,1,0,1,0,0,0,0,2
432,西山枫林四期南北通透，视野好，采光充足，交通便利,369,43643,0,84.55,1,0,1,1,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,2
433,西井小区四区 2室1厅 南 北,288,46602,0,61.8,0,0,1,1,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,2
434,西井小区三区 2室1厅 西 北,310,53960,0,57.45,0,0,1,0,0.5,0,1,12,193,1,1,1,0,6,0,0,1,1,0,0,0,0,2
435,2居室带客厅，不临街，无遮挡，户型方正无浪费,298,51540,1,57.82,0,0,1,1,0.333333333,0,1,12,193,1,1,1,2,6,0,1,0,1,0,0,0,0,2
436,苹果园满五唯一 南向两居室 精装修 近地铁 诚心出售,284,52769,0,53.82,0,0,1,0,0.333333333,0,1,12,193,1,1,1,2,6,0,1,0,0,0,0,0,0,2
437,此房南北通透两居室，中间楼层，视野开阔，采光好。,266,44699,0,59.51,0,0,0,1,0.5,0,1,12,193,1,1,1,0,6,0,1,0,1,0,0,0,0,2
438,满五年家庭一套房，南向采光好，地铁近，交通方便,273,49207,0,55.48,0,0,0,1,0.333333333,0,1,12,193,1,1,1,3,6,0,1,0,0,0,0,0,0,2
439,模式口西里坡下位置 两室一厅 东南朝向,273,43354,0,62.97,0,1,0,1,0.285714286,0,0,12,193,1,1,1,1,16,0,0,0,0,1,0,0,0,2
440,刚需两居室  业主诚心卖 看房方便,235,41236,1,56.99,0,0,1,2,0.5,0,1,12,193,1,1,1,0,5,1,0,1,0,0,0,0,0,2
441,金顶街四区西南向两居室无遮挡采光充足,345,48654,0,70.91,0,0,0,0,0.25,0,0,12,193,1,1,1,1,18,0,0,0,0,0,0,1,0,2
442,此房中间楼层，南北通透通风效果好，业主诚心出售,222,51153,0,43.4,0,0,0,3,0.5,0,1,12,193,1,1,1,0,6,0,1,0,1,0,0,0,0,1
443,地铁1号线6号线 2003年大两居 落地窗 大阳台,508,49121,0,103.42,0,1,0,2,0.25,0,0,12,193,1,1,1,0,18,0,0,0,0,0,1,0,0,2
444,金顶街五区 朝西向 一居室 中间楼层,335,49020,1,68.34,0,1,0,1,0.272727273,0,0,12,193,1,1,1,0,24,0,0,1,0,0,0,0,0,1
445,模式口西里小区门口位置，不上坡，出行方便,232,40202,0,57.71,0,0,1,1,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,2
446,苹果园小区三区简单两室，双电梯,355,47492,0,74.75,0,1,0,3,0.285714286,0,0,12,193,1,1,1,2,16,0,0,0,0,1,0,0,0,2
447,带正规客厅的两居室 满五年唯一 诚心出售,243,36791,0,66.05,0,0,1,1,0.25,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,2
448,建疗宿舍 南北通透两居室 全明格局 采光好无遮挡,234,39790,0,58.81,0,0,1,1,0.333333333,0,1,12,193,1,1,1,3,5,0,1,1,1,0,0,0,0,2
449,2006年中间楼层明厨明卫户型,402,42223,0,95.21,0,1,0,1,0.272727273,0,0,12,193,1,1,1,0,20,0,0,0,0,0,0,0,1,2
450,模式口北里 南北朝向 格局合理 采光好,410,40315,1,101.7,0,0,1,1,0.5,0,1,12,193,2,1,1,3,3,0,1,0,1,0,0,0,0,2
451,苹果园小区二区正规三居室，户型方正，满五唯一,378,44092,0,85.73,0,1,0,2,0.285714286,0,0,12,193,1,1,1,3,16,0,1,1,1,0,0,0,0,3
452,海特花园，满五年唯一住房，明厨明卫，视野开阔无遮挡,468,48104,0,97.29,0,1,0,0,0.25,0,0,12,193,1,1,1,3,18,1,0,0,0,0,0,0,1,3
453,房本满五年 带电梯，高楼层，南向，视野好采光足,428,46776,0,91.5,0,1,0,1,0.333333333,0,0,12,193,1,1,1,2,18,0,1,0,0,0,0,0,0,2
454,此房是塔楼带电梯，正规三居室，高楼层，交通便利。,285,43914,0,64.9,0,1,0,2,0.285714286,0,0,12,193,1,1,1,2,16,0,0,0,0,0,0,0,1,3
455,南北通透  精装修  明厨明卫 落地窗,909,57854,0,157.12,0,0,0,0,0.5,1,0,12,193,2,1,2,3,10,0,1,0,1,0,0,0,0,3
456,海特花园三居室，客厅大，带双卫，南北通透。,680,47969,0,141.76,0,0,1,0,0.5,0,1,12,193,2,1,2,2,7,0,1,0,1,0,0,0,0,3
457,西井一区 停车免费  价格可谈 诚心卖,318,39420,0,80.67,0,0,1,2,0.5,0,1,12,193,1,1,1,3,6,1,0,1,0,0,0,0,0,4
458,业主诚心出售，有租赁车位，满五年家庭名下一套住房,405,41556,0,97.46,0,1,0,1,0.272727273,0,0,12,193,2,1,1,1,24,0,0,0,1,0,0,1,0,2
459,西山枫林三期南北通透商品房满五年,593,46734,0,126.89,0,0,0,1,0.5,0,0,12,193,1,1,2,4,10,0,1,0,1,0,0,0,0,3
460,苹果园三区格局方正，正规两室，低楼层方便出行,370,53748,0,68.84,0,0,1,1,0.5,0,1,12,193,1,1,1,4,6,1,0,1,0,0,0,0,0,2
461,海特花园三居室两厅，南北通透。,438,40162,1,109.06,0,0,1,1,0.5,0,1,12,193,2,1,1,0,7,0,1,0,1,0,0,0,0,3
462,模式口东里 2室2厅 南 北,380,37226,0,102.08,0,0,1,0,0.5,0,1,12,193,2,1,1,1,3,0,1,0,1,0,0,0,0,2
463,西山枫林四期南北双卫四居室 看房方便小区安静,531,42515,0,124.9,0,0,1,1,0.5,0,1,12,193,1,1,2,3,6,0,1,0,1,0,0,0,0,4
464,雍景天成 南北通透 小区门口地铁 双明卫采光好 不临街,813,58515,0,138.94,0,0,0,0,0.5,1,0,12,193,2,1,2,1,10,0,1,0,1,0,0,0,0,2
465,海特花园小区南北通透四居室商品房。,656,44250,1,148.25,1,0,1,0,0.5,0,1,12,193,3,1,2,2,7,0,1,0,1,0,0,0,0,4
466,雍景四季 南向复式 30平挑空客厅 满五年 中间位置,1260,61491,0,204.91,1,2,0,0,0.666666667,0,0,12,193,2,1,2,2,25,0,1,0,0,0,0,0,0,4
467,金四区板楼南北通透三居室 板楼三居室 满五唯一,463,46641,0,99.27,0,0,1,1,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,3
468,海特花园正规东向一居室，楼龄新，带电梯,289,46315,0,62.4,0,2,1,1,0.25,0,0,12,193,1,1,1,0,18,1,0,0,0,0,0,0,0,1
469,青年公寓 1室0厅 东 南,228,52342,0,43.56,0,2,0,1,0.142857143,0,0,12,193,0,1,1,0,14,1,1,0,0,0,0,0,0,1
470,海特花园东院满五年  小区安静，中楼层,409,50582,0,80.86,0,0,1,1,0.333333333,0,1,12,193,1,1,1,0,7,1,0,0,1,0,0,0,0,2
471,海特花园小区 5室2厅 东南 北,590,34664,0,170.21,0,1,0,1,0.285714286,0,0,12,193,2,1,2,2,18,0,0,0,1,1,0,0,0,5
472,模式口西里坡下位置中间楼层两居室,286,46595,0,61.38,0,0,1,1,0.333333333,0,1,12,193,1,1,1,0,6,0,1,0,1,0,0,0,0,2
473,整形医院家属院  南北通透 独立小区 停车充足,265,44961,0,58.94,0,0,1,1,0.333333333,0,1,12,193,1,1,1,2,6,0,1,0,1,0,0,0,0,2
474,青年公寓 1室0厅 南,210,46938,0,44.74,0,2,0,1,0.142857143,0,0,12,193,0,1,1,0,14,0,1,0,0,0,0,0,0,1
475,金顶阳光 精装南向两室 拎包入住 温馨舒适,480,53405,0,89.88,0,0,0,0,0.5,0,0,12,193,1,1,1,2,18,0,1,0,0,0,0,0,0,2
476,南北通透 房龄新 高楼层 无遮挡 诚心出售,440,48678,0,90.39,0,0,0,0,0.5,0,0,12,193,1,1,1,3,21,0,1,0,1,0,0,0,0,2
477,赵山南北通透，低楼层，交通便利！,289,48760,1,59.27,0,0,1,0,0.333333333,0,1,12,193,1,1,1,4,6,0,1,0,1,0,0,0,0,2
478,模式口南里 2室1厅 南 北,280,45865,0,61.05,0,0,0,0,0.333333333,0,1,12,193,1,1,1,2,6,0,1,0,1,0,0,0,0,2
479,模式口南里一居室，主卧客厅都带阳台中间楼层带电梯,289,46359,0,62.34,0,1,0,1,0.285714286,0,0,12,193,1,1,1,0,16,0,1,0,0,0,0,0,0,1
480,海特花园满五年精装修，带正规厅,355,56637,0,62.68,0,0,0,0,0.5,0,1,12,193,1,1,1,3,7,1,0,1,0,0,0,0,0,2
481,赵山顶层（3层）视野好，通风好,310,46779,0,66.27,0,0,1,1,0.5,0,1,12,193,1,1,1,3,3,0,0,0,0,1,0,0,1,2
482,双阳台，采光好，中高楼层优质电梯房,310,49728,1,62.34,0,1,0,0,0.285714286,0,0,12,193,1,1,1,0,16,0,1,0,0,0,0,0,0,1
483,石景山模式口西里门口位置南向两居室采光好，出行方便,230,42569,0,54.03,0,0,1,1,0.333333333,0,1,12,193,1,1,1,3,6,0,1,0,0,0,0,0,0,2
484,此房楼层比较高，视野开阔，采光充足,208,34847,1,59.69,0,0,1,2,0.5,0,1,12,193,1,1,1,3,6,1,0,1,0,0,0,0,0,2
485,模式口西里自住两居室，采光充足，视野开阔,255,40164,0,63.49,0,0,1,1,0.5,0,1,12,193,1,1,1,3,6,1,0,1,0,0,0,0,0,2
