id ,title,price, unit price,Property information,floor area,House structure,Building Type,Architectural structure,Interior design,ladder ratio,heating,elevator,District,Specific area,hall,kitchen,toilet,Floor type,total floors,east,south,west,north,east-south,east-north,west-south,west-north,room,Longtitude,Latitude,PublishTime,imgUrl,collected,saled
2036,"Hongyuan Airport Headquarters Port, hardcover, sincerely sold.",150,18685,non_co_ownership,80.28,no_data_yet,tower,steel_concrete_structure,hardcover,0.090909091,central_heating,no_data_yet,Shunyi,Shunyi_others,0,0,0,low_floor,16,no,south,no,no,no,no,no,no,3,115.0870198,39.77187612,None,None,FALSE,FALSE
2037,"50 years of commercial housing in No. 2 Jiaogezhuang Street, individuals need 5 years of social security or tax payment",210,20168,non_co_ownership,104.13,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.285714286,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,12,no,south,no,no,no,no,no,no,3,115.7405377,40.51611942,None,None,FALSE,FALSE
2038,Convenient for inspections on the middle floor of Beijing Sohu District 2,94,20453,non_co_ownership,45.96,no_data_yet,banta_combination,steel_concrete_structure,others,0.08,no_data_yet,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,9,east,no,no,no,no,no,no,no,2,115.7142254,40.68449077,None,None,FALSE,FALSE
2039,"Hangcheng Plaza, 50-year property rights, full purchase",85,20952,non_co_ownership,40.57,no_data_yet,banta_combination,steel_concrete_structure,others,0.076923077,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,9,east,no,no,no,no,no,no,no,2,116.8345353,40.36544085,None,None,FALSE,FALSE
2040,Gemdale future 1 room 0 hall west,65,23407,non_co_ownership,27.77,no_data_yet,Banlou,steel_concrete_structure,others,0.096774194,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,12,no,no,west,no,no,no,no,no,1,115.4128298,40.46905839,None,None,FALSE,FALSE
2041,"It is built in a new age, the community environment is good, there are two buildings in total, and the property management is strict.",80,16605,non_co_ownership,48.18,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.105263158,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,8,no,no,west,no,no,no,no,no,2,115.0242905,40.6277332,None,None,FALSE,FALSE
2042,"The age of the house is new and the transportation is convenient, the full amount is required and the qualification to buy a house is required",90,17265,non_co_ownership,52.13,flat_floor,tower,steel_concrete_structure,simple_decoration,0.129032258,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,top_floor,9,no,no,west,no,no,no,no,no,2,116.6910917,39.15267408,None,None,FALSE,FALSE
2043,The first international flight of East Asia with elevator requires full payment,120,20333,non_co_ownership,59.02,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.129032258,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,9,no,no,west,no,no,no,no,no,2,116.0660228,39.54526075,None,None,FALSE,FALSE
2044,"Large area facing south, with good environment and good management",340,32602,non_co_ownership,104.29,flat_floor,tower,steel_concrete_structure,others,0.5,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,17,no,south,no,no,no,no,no,no,3,115.3826239,40.83016512,None,None,FALSE,FALSE
2045,"Southwest of Room 2, Room 1, Hall 26, Block 26, Xuhui",110,27535,non_co_ownership,39.95,no_data_yet,tower,steel_concrete_structure,others,1,central_heating,no_data_yet,Shunyi,Shunyi_others,0,0,0,middle_floor,9,no,no,no,no,no,no,southwest,no,3,115.3061525,40.75545956,None,None,FALSE,FALSE
2046,Dazzling Cube 1 Room 1 Hall South,100,19889,non_co_ownership,50.28,duplex,tower,steel_concrete_structure,hardcover,0.094339623,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,12,no,south,no,no,no,no,no,no,2,115.3858552,40.44487492,None,None,FALSE,FALSE
2047,Heyueju No. 10 Yard 1 Room 1 Hall South,200,36894,non_co_ownership,54.21,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,14,no,south,no,no,no,no,no,no,1,115.3433214,39.69438985,None,None,FALSE,FALSE
2048,"Xuhui 26 block, elevator room, sincerely sold by the owner",112,29335,non_co_ownership,38.18,no_data_yet,tower,steel_concrete_structure,rough,0.048780488,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,8,no,no,west,no,no,no,no,no,2,115.9520582,40.0993211,None,None,FALSE,FALSE
2049,"The community environment is good, well managed, 24 hours security, people and vehicles are separated",170,28146,co_ownership,60.4,no_data_yet,Banlou,steel_concrete_structure,others,0.153846154,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,12,no,no,west,north,no,no,no,no,2,115.2037449,39.1561581,None,None,FALSE,FALSE
2050,Shangfeng No.1 Room 1 Hall South,155,28399,non_co_ownership,54.58,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.153846154,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,high_floor,12,no,south,no,no,no,no,no,no,1,115.3462957,40.24776076,None,None,FALSE,FALSE
2051,East Asia First International Airline 1 Room 1 Hall West,86,16498,non_co_ownership,52.13,flat_floor,tower,steel_concrete_structure,simple_decoration,0.129032258,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,9,no,no,west,no,no,no,no,no,2,115.6836234,39.27206756,None,None,FALSE,FALSE
2052,"Shangfeng No.1, good environment, south facing, high floor",130,23819,non_co_ownership,54.58,no_data_yet,Banlou,steel_concrete_structure,others,0.153846154,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,12,no,south,no,no,no,no,no,no,1,116.4688887,39.47911213,None,None,FALSE,FALSE
2053,A three-bedroom house with a transparent north-south area in the first district of Xiapotun Jiayuan has been sold sincerely for five years,310,30874,non_co_ownership,100.41,no_data_yet,Banlou,steel_concrete_structure,simple_decoration,0.333333333,self_heating,elevator,Shunyi,Shunyi_others,1,1,1,top_floor,11,no,south,no,north,no,no,no,no,3,115.4288237,40.54094362,None,None,FALSE,FALSE
2054,"South of Room 1, Hall 1, Tianbo Center",280,18999,non_co_ownership,147.38,no_data_yet,No_data_yet,unknown_structure,others,0.047619048,no_data_yet,no_data_yet,Shunyi,Shunyi_others,0,0,0,low_floor,24,no,south,no,no,no,no,no,no,2,116.8845861,39.82941379,None,None,FALSE,FALSE
2055,"Courtyard No. 2 Jiaogezhuang Street. Nice decoration, elevator room, check in with bags",238,44603,non_co_ownership,53.36,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,high_floor,11,no,no,no,no,no,no,southwest,no,1,115.3621025,40.55370647,None,None,FALSE,FALSE
2056,Pioneer Paishang International 2 Room 1 Hall East,110,25399,non_co_ownership,43.31,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.083333333,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,11,east,no,no,no,no,no,no,no,3,115.8652148,40.0235741,None,None,FALSE,FALSE
2057,"Beijing Suhuo Community, the first floor can be used as a base business",200,32830,non_co_ownership,60.92,no_data_yet,banta_combination,steel_concrete_structure,others,0.086956522,self_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,8,no,south,no,north,no,no,no,no,3,115.4560582,40.06566859,None,None,FALSE,FALSE
2058,"Xuhui 26 block, well-decorated and furnished, sincerely sold",80,30477,non_co_ownership,26.25,no_data_yet,tower,steel_concrete_structure,hardcover,0.125,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,9,no,no,no,north,no,no,no,no,1,115.8210055,40.26639056,None,None,FALSE,FALSE
2059,"CIFI 26 block, completed in 2018, full purchase",80,30477,non_co_ownership,26.25,no_data_yet,tower,steel_concrete_structure,hardcover,0.125,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,9,no,south,no,north,no,no,no,no,2,115.3788676,40.85522727,None,None,FALSE,FALSE
2060,"No. 2 Jiaogezhuang Street, elevator room, new building",139,22496,non_co_ownership,61.79,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.285714286,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,12,no,no,no,north,no,no,no,no,2,116.8709797,40.12430471,None,None,FALSE,FALSE
2061,"Xuhui 26 block, elevator room, sincerely sold by the owner",115,28902,non_co_ownership,39.79,no_data_yet,tower,steel_concrete_structure,hardcover,0.129032258,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,9,east,no,west,no,no,no,no,no,3,116.9395989,39.00897703,None,None,FALSE,FALSE
2062,"Xuhui 26 block, price can be negotiated, sincerely sold",169,28428,non_co_ownership,59.45,no_data_yet,tower,steel_concrete_structure,hardcover,0.125,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,9,no,south,no,north,no,no,no,no,4,115.656864,39.10028222,None,None,FALSE,FALSE
2063,"Fine decoration, new building age, sincerely sold, sign at any time",100,17696,non_co_ownership,56.51,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.102564103,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,14,no,south,no,no,no,no,no,no,1,115.579463,40.46808251,None,None,FALSE,FALSE
2064,"Beautiful environment, south-facing elevator room can register the company to check the room at any time",325,31164,non_co_ownership,104.29,flat_floor,tower,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,17,no,south,no,no,no,no,no,no,3,115.5610368,39.06027726,None,None,FALSE,FALSE
2065,"Xuhui 26 block, elevator room, sincerely sold by the owner",77,29334,co_ownership,26.25,no_data_yet,tower,steel_concrete_structure,simple_decoration,0.121212121,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,9,no,south,no,north,no,no,no,no,2,115.6261703,40.32855758,None,None,FALSE,FALSE
2066,"High floor, wool formula, can be decorated according to your favorite style",119,22001,non_co_ownership,54.09,no_data_yet,No_data_yet,unknown_structure,rough,0.111111111,no_data_yet,no_data_yet,Shunyi,Shunyi_others,0,0,0,top_floor,8,no,no,no,north,no,no,no,no,2,115.0653231,40.93094155,None,None,FALSE,FALSE
2067,"Xuhui 26 block, well-decorated with elevator, sincerely sold by the owner",83,31620,non_co_ownership,26.25,no_data_yet,tower,steel_concrete_structure,simple_decoration,0.125,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,9,no,south,no,north,no,no,no,no,2,116.0926399,40.55948545,None,None,FALSE,FALSE
2068,"CIFI 26 block, elevator room, sincerely signed a contract",158,26609,non_co_ownership,59.38,no_data_yet,tower,steel_concrete_structure,hardcover,0.060606061,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,21,no,south,no,no,no,no,no,no,4,115.7413873,39.67446894,None,None,FALSE,FALSE
2069,"Xuhui 26 block, elevator room, sincerely sold by the owner",120,28654,non_co_ownership,41.88,no_data_yet,tower,steel_concrete_structure,hardcover,0.041666667,central_heating,no_data_yet,Shunyi,Shunyi_others,0,0,0,middle_floor,8,east,no,west,no,no,no,no,no,3,115.0233248,39.01242849,None,None,FALSE,FALSE
2070,Shangfeng No.1 has a beautiful environment and complete commercial office facilities,400,37269,non_co_ownership,107.33,flat_floor,tower,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,18,no,south,no,no,no,no,no,no,3,115.3860368,39.95344787,None,None,FALSE,FALSE
2071,Shangfeng No.1 has a good office environment with good lighting,410,38293,non_co_ownership,107.07,flat_floor,tower,steel_concrete_structure,others,0.25,central_heating,no_data_yet,Shunyi,Shunyi_others,0,0,0,middle_floor,17,no,south,no,no,no,no,no,no,3,116.3939776,40.99125186,None,None,FALSE,FALSE
2072,East Asia’s first international flight to the east with floor-to-ceiling windows has direct elevator access to the basement,60,15524,non_co_ownership,38.65,no_data_yet,banta_combination,steel_concrete_structure,simple_decoration,0.129032258,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,9,east,no,no,no,no,no,no,no,1,116.833364,39.35613216,None,None,FALSE,FALSE
2073,"There is an elevator in the 26th block of CIFI, well-decorated, and the owner is sincerely selling it",85,32381,non_co_ownership,26.25,no_data_yet,tower,steel_concrete_structure,rough,0.125,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,top_floor,9,no,south,no,north,no,no,no,no,2,115.2043911,39.61140025,None,None,FALSE,FALSE
2074,Airport International Room 2 Hall 2 Southeast,210,35312,non_co_ownership,59.47,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.102564103,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,14,no,no,no,no,southeast,no,no,no,4,116.4723158,40.81620805,None,None,FALSE,FALSE
2075,Airport International&&&&&&&&&& high quality community,100,17696,non_co_ownership,56.51,no_data_yet,banta_combination,steel_concrete_structure,simple_decoration,0.102564103,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,14,no,no,no,no,no,no,southwest,no,2,116.3765902,39.56995065,None,None,FALSE,FALSE
2076,"This house is a 50-year-old commercial house, small apartment type, must be fully paid",79,28770,non_co_ownership,27.46,no_data_yet,tower,steel_concrete_structure,hardcover,0.068965517,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,9,no,south,no,north,no,no,no,no,2,115.6907469,39.88516371,None,None,FALSE,FALSE
2077,Airport International's Chaonan District has a beautiful environment and diverts people and vehicles,199,25976,non_co_ownership,76.61,no_data_yet,banta_combination,steel_concrete_structure,others,0.266666667,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,10,no,south,no,no,no,no,no,no,3,115.0405042,39.10069418,None,None,FALSE,FALSE
2078,Gemdale future 1 room 0 hall west,80,18622,non_co_ownership,42.96,no_data_yet,tower,steel_concrete_structure,simple_decoration,0.090909091,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,10,no,no,west,no,no,no,no,no,1,116.5618732,40.88306488,None,None,FALSE,FALSE
2079,Xuhui 26 Block 1 Room 1 Hall North,85,32630,non_co_ownership,26.05,no_data_yet,tower,steel_concrete_structure,others,0.030769231,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,9,no,no,no,north,no,no,no,no,2,116.4106718,39.47300537,None,None,FALSE,FALSE
2080,"Xinzhong North Street No. 16, low floor, sincerely sold, the price is negotiable",80,29049,non_co_ownership,27.54,no_data_yet,bungalow,steel_concrete_structure,hardcover,0.129032258,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,9,no,no,no,north,no,no,no,no,2,116.1137988,40.58376957,None,None,FALSE,FALSE
2081,Gemdale future 2 room 1 hall east,117,28495,non_co_ownership,41.06,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,10,east,no,no,no,no,no,no,no,3,115.0814194,39.9754823,None,None,FALSE,FALSE
2082,Gemdale future 1 room 2 hall east,115,25550,non_co_ownership,45.01,no_data_yet,No_data_yet,steel_concrete_structure,hardcover,0.085714286,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,10,east,no,no,no,no,no,no,no,3,116.4433827,40.12670093,None,None,FALSE,FALSE
2083,Gemdale future 3 room 1 hall north,134,23136,non_co_ownership,57.92,no_data_yet,Banlou,steel_concrete_structure,simple_decoration,0.166666667,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,10,no,no,no,north,no,no,no,no,4,115.7256269,40.85884811,None,None,FALSE,FALSE
2084,"Airport International, well-covered mature community, clear property rights and beautiful greenery",247,29207,non_co_ownership,84.57,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.102564103,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,14,no,no,no,no,no,northeast,no,no,4,116.8225042,40.19299777,None,None,FALSE,FALSE
2085,Airport International Room 2 Room 1 Hall Northeast,200,25142,non_co_ownership,79.55,flat_floor,banta_combination,steel_concrete_structure,others,0.173913043,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,14,no,no,no,no,no,northeast,no,no,3,116.5745353,39.120542,None,None,FALSE,FALSE
2086,Gemdale future 1 room 1 hall east,114,25804,non_co_ownership,44.18,no_data_yet,Banlou,steel_concrete_structure,others,0.166666667,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,10,east,no,no,no,no,no,no,no,2,116.2407024,40.4988538,None,None,FALSE,FALSE
2087,"The air port international is finely decorated, the owner sells it in good faith, and the apartment is square.",120,23801,non_co_ownership,50.42,flat_floor,banta_combination,steel_concrete_structure,others,0.173913043,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,14,no,no,west,no,no,no,no,no,1,115.7281122,39.09046866,None,None,FALSE,FALSE
2088,Airport International Community has a beautiful environment and good property services,210,26078,non_co_ownership,80.53,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.181818182,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,low_floor,10,no,no,no,north,no,no,no,no,2,116.9768673,40.2494097,None,None,FALSE,FALSE
2089,Gemdale future 1 room 1 hall west,92,21869,non_co_ownership,42.07,no_data_yet,Banlou,steel_concrete_structure,others,0.166666667,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,10,no,no,west,no,no,no,no,no,2,116.3152361,39.44519691,None,None,FALSE,FALSE
2090,Xuhui 26 Block 2 Room 1 Hall East and West,140,29902,non_co_ownership,46.82,no_data_yet,tower,steel_concrete_structure,others,0.129032258,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,9,east,no,west,no,no,no,no,no,2,116.4847858,40.38039268,None,None,FALSE,FALSE
2091,Shangfeng No.1 Room 3 Room 2 Hall South,590,39128,non_co_ownership,150.79,no_data_yet,tower,steel_concrete_structure,hardcover,0.333333333,central_heating,no_data_yet,Shunyi,Shunyi_others,0,0,0,middle_floor,20,no,south,no,no,no,no,no,no,5,116.2369529,40.57767983,None,None,FALSE,FALSE
2092,Gemdale future 2 room 1 hall east,150,35529,co_ownership,42.22,no_data_yet,banta_combination,steel_concrete_structure,others,0.115384615,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,10,east,no,no,no,no,no,no,no,3,115.2206483,40.72999283,None,None,FALSE,FALSE
2093,Meilanju 2 rooms and 1 hall north and south,360,43957,non_co_ownership,81.9,no_data_yet,No_data_yet,steel_concrete_structure,simple_decoration,0.25,no_data_yet,no_data_yet,Shunyi,Shunyi_others,1,1,1,top_floor,14,no,south,no,north,no,no,no,no,2,116.667029,40.99984291,None,None,FALSE,FALSE
2094,"The house is a commercial type, which can be purchased by individuals and requires full payment. Gemdale is not the future",100,17804,non_co_ownership,56.17,no_data_yet,Banlou,steel_concrete_structure,others,0.166666667,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,10,no,no,no,north,no,no,no,no,4,115.3569251,39.12915903,None,None,FALSE,FALSE
2095,Gemdale future 1 room 1 hall north,85,20414,non_co_ownership,41.64,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.111111111,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,10,no,no,no,north,no,no,no,no,2,115.1933275,40.97752108,None,None,FALSE,FALSE
2096,"Mature community, well-decorated, only 1000 meters away from the entrance of Shunyi 6th Ring Road",135,23890,non_co_ownership,56.51,no_data_yet,banta_combination,steel_concrete_structure,others,0.102564103,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,14,east,no,no,north,no,no,no,no,2,116.598383,40.74541958,None,None,FALSE,FALSE
2097,Xuhui 26 block requires the full height of 4.2 meters,75,27313,non_co_ownership,27.46,no_data_yet,tower,steel_concrete_structure,hardcover,0.068965517,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,9,no,no,no,north,no,no,no,no,2,115.8217224,40.44622598,None,None,FALSE,FALSE
2098,"The environment in the middle of the community is beautiful, young and fashionable, and the property management is good",88,20844,non_co_ownership,42.22,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.111111111,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,10,east,no,no,no,no,no,no,no,1,116.1429584,39.0008369,None,None,FALSE,FALSE
2099,East Asia First International Airline 1 Room 1 Hall North and South,78,18293,non_co_ownership,42.64,flat_floor,tower,steel_concrete_structure,hardcover,0.19047619,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,13,no,south,no,north,no,no,no,no,2,115.6304722,40.46036401,None,None,FALSE,FALSE
2100,Gemdale future 2 room 1 hall east,145,34442,non_co_ownership,42.1,no_data_yet,Banlou,steel_concrete_structure,others,0.096774194,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,10,east,no,no,no,no,no,no,no,3,115.466584,40.42510109,None,None,FALSE,FALSE
2101,Airport International Room 2 Room 1 Hall Northeast,210,24219,non_co_ownership,86.71,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.307692308,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,10,no,no,no,no,no,northeast,no,no,3,116.8345954,39.24339723,None,None,FALSE,FALSE
2102,The leveling of the middle floor of the airport international west facing fine decoration,140,18922,non_co_ownership,73.99,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.173913043,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,14,no,no,west,no,no,no,no,no,3,115.0332312,40.63705682,None,None,FALSE,FALSE
2103,Gemdale future 3 room 1 hall north,140,24925,non_co_ownership,56.17,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,10,no,no,no,north,no,no,no,no,4,116.6325663,39.65274461,None,None,FALSE,FALSE
2104,Gemdale future 1 room 1 hall south,135,31616,non_co_ownership,42.7,no_data_yet,tower,steel_concrete_structure,hardcover,0.090909091,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,10,no,south,no,no,no,no,no,no,2,116.4334168,40.52506121,None,None,FALSE,FALSE
2105,East Asia’s first international flight has an east-facing apartment with a beautiful residential environment and convenient travel,68,16908,non_co_ownership,40.22,flat_floor,tower,steel_concrete_structure,simple_decoration,0.19047619,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,13,east,no,no,no,no,no,no,no,1,116.1172617,40.75356648,None,None,FALSE,FALSE
2106,Shangfeng No. 1 hardcover room community environment is good and sincerely sold,325,30374,non_co_ownership,107,no_data_yet,tower,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,17,no,south,no,no,no,no,no,no,3,116.2280625,40.49391197,None,None,FALSE,FALSE
2107,"Xuhui 26 block, the price is negotiable, sincerely sold.",185,32411,non_co_ownership,57.08,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.129032258,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,9,no,south,no,no,no,no,no,no,4,116.7302621,40.36217646,None,None,FALSE,FALSE
2108,Xuhui 26 Block 1 Room 1 Hall North and South,83,31656,non_co_ownership,26.22,no_data_yet,tower,steel_concrete_structure,hardcover,0.060606061,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,21,no,south,no,north,no,no,no,no,2,115.2903203,40.72855045,None,None,FALSE,FALSE
2109,Xuhui 26 Block 1 Room 1 Hall North and South,86,33014,non_co_ownership,26.05,no_data_yet,tower,steel_concrete_structure,others,0.030769231,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,9,no,south,no,north,no,no,no,no,2,115.5154312,40.38011666,None,None,FALSE,FALSE
2110,Jindiwei Future 4 Room 1 Hall Southwest,210,25923,non_co_ownership,81.01,no_data_yet,tower,steel_concrete_structure,hardcover,0.090909091,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,10,no,no,no,no,no,no,southwest,no,5,116.5643408,39.07166988,None,None,FALSE,FALSE
2111,Gemdale future 1 room 1 hall west,108,25140,non_co_ownership,42.96,no_data_yet,tower,steel_concrete_structure,hardcover,0.090909091,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,bottom_floor,10,no,no,west,no,no,no,no,no,2,115.8726994,39.80244348,None,None,FALSE,FALSE
2112,Gemdale future 3 room 2 hall north and south,130,22261,non_co_ownership,58.4,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.111111111,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,10,no,south,no,north,no,no,no,no,5,116.8463677,40.75974486,None,None,FALSE,FALSE
2113,ID PARK Eddie Park has wide views and plenty of light in the middle and high-rise buildings,100,16453,non_co_ownership,60.78,no_data_yet,No_data_yet,steel_concrete_structure,others,0.08,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,12,no,no,no,no,no,no,no,northwest,1,116.3933461,40.51188059,None,None,FALSE,FALSE
2114,Airport International Room 2 Room 1 Hall Northwest,150,18857,non_co_ownership,79.55,flat_floor,banta_combination,steel_concrete_structure,others,0.173913043,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,14,no,no,no,no,no,no,no,northwest,3,115.3963486,39.23921592,None,None,FALSE,FALSE
2115,Fine decoration of elevator room developers in Shangfeng No.1 community with good environment,380,35326,non_co_ownership,107.57,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,17,no,south,no,no,no,no,no,no,3,115.8923205,39.82317196,None,None,FALSE,FALSE
2116,Fully required for fine decoration of the upper and lower floors with sufficient lighting,150,26183,non_co_ownership,57.29,no_data_yet,tower,steel_concrete_structure,others,0.08,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,7,no,south,no,no,no,no,no,no,3,115.4053442,40.9672509,None,None,FALSE,FALSE
2117,"Mature community, well-decorated, only 1000 meters away from the entrance of Shunyi 6th Ring Road",260,32492,non_co_ownership,80.02,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.307692308,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,10,no,south,no,no,no,no,no,no,3,115.3564297,39.06219549,None,None,FALSE,FALSE
2118,Gemdale future 2 room 1 hall west,115,27705,non_co_ownership,41.51,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.096774194,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,10,no,no,west,no,no,no,no,no,3,116.538408,39.89224374,None,None,FALSE,FALSE
2119,This room is a well-decorated commercial office in Wing City,109,22828,non_co_ownership,47.75,no_data_yet,No_data_yet,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,16,no,no,no,north,no,no,no,no,2,116.3645795,39.89362541,None,None,FALSE,FALSE
2120,Shangfeng No.1 South facing fine decoration,360,33542,non_co_ownership,107.33,flat_floor,tower,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,low_floor,18,no,south,no,no,no,no,no,no,3,115.2811557,40.08549624,None,None,FALSE,FALSE
2121,Xuhui 26 Block 2 Room 1 Hall West,108,27034,co_ownership,39.95,no_data_yet,tower,steel_concrete_structure,hardcover,0.064516129,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,middle_floor,10,no,no,west,no,no,no,no,no,3,116.3211489,39.53974236,None,None,FALSE,FALSE
2122,"The layout is square, the lighting is good, the decoration is fine, and the community has a good environment for diverting people and vehicles.",205,25947,co_ownership,79.01,no_data_yet,banta_combination,steel_concrete_structure,hardcover,0.181818182,central_heating,elevator,Shunyi,Shunyi_others,0,0,0,high_floor,10,no,south,no,no,no,no,no,no,4,115.4591331,40.37171619,None,None,FALSE,FALSE
